,price,total_surface,covered_surface,rooms,bathrooms,garages,bedrooms,toilettes,antiquity,zone,zone_label
2937,130000,90,85,3,0,1,2,1,0,GBA Norte,26
2938,535000,397,397,0,4,0,3,0,12,Escobar,20
2939,185000,250,250,10,3,0,3,0,40,Córdoba,14
2940,575000,1805,300,6,3,0,5,0,6,Ituzaingó,34
2941,690000,1300,235,4,2,1,3,1,19,Pilar,60
2942,1320000,502,454,8,5,1,4,0,30,Capital Federal,11
2943,375000,540,185,0,3,0,3,0,2,Tigre,82
2944,178000,480,160,4,2,0,3,1,25,Escobar,20
2945,495000,470,284,4,2,0,3,0,15,Vicente López,86
2946,265000,980,230,5,3,1,3,1,6,Villanueva,88
2947,1250000,1260,620,0,5,0,4,1,38,San Isidro,77
2948,448000,1230,400,6,4,0,3,1,3,Villanueva,88
2949,490000,830,330,6,2,1,4,0,10,Berazategui,5
2950,185000,480,160,4,3,1,3,0,20,Escobar,20
2951,145000,125,125,4,0,0,3,0,30,Rosario,71
2952,230000,147,130,4,2,1,3,0,28,Capital Federal,11
2953,255000,865,134,5,3,0,3,0,20,Escobar,20
2954,130000,300,80,0,0,1,0,0,0,Tigre,82
2955,320000,757,210,4,2,1,3,1,1,Escobar,20
2956,89000,84,84,2,0,0,2,0,0,Córdoba,14
2957,365000,1000,151,0,3,0,3,0,6,Villanueva,88
2958,440000,1710,340,6,4,0,3,1,12,Escobar,20
2959,197000,180,125,3,2,1,3,0,0,Córdoba,14
2960,290000,151,151,6,2,0,5,0,40,Tres de Febrero,83
2961,350000,811,202,3,2,1,2,0,0,Escobar,20
2962,405000,817,250,5,2,1,4,1,14,Pilar,60
2963,1500000,470,370,0,6,0,4,0,2,Pilar,60
2964,285000,1000,195,6,3,0,3,1,0,Haras Santa María,32
2965,850000,1225,320,6,6,0,4,1,7,Nordelta,57
2966,380000,232,205,8,2,1,4,0,20,San Isidro,77
2967,320000,813,314,7,2,1,5,1,25,San Miguel,78
2968,595000,800,335,10,4,1,3,0,5,Neuquen,55
2969,400000,744,290,5,3,0,6,0,0,Ezeiza,24
2970,390000,250,250,5,4,0,3,0,0,Puertos,64
2971,298000,315,180,4,2,1,3,0,13,San Isidro,77
2972,600000,1000,283,5,3,0,4,1,10,Berazategui,5
2973,250000,540,228,6,2,0,3,0,35,Rosario,71
2974,300000,242,132,5,2,1,3,1,37,Capital Federal,11
2975,580000,1218,281,5,4,0,3,0,1,Ezeiza,24
2976,600000,1500,430,3,4,0,3,0,15,Córdoba,14
2977,590000,700,300,0,3,1,4,0,2,San Isidro,77
2978,880000,1200,500,6,4,0,5,1,6,Pilar,60
2979,158000,240,135,4,2,0,3,0,0,Pilar,60
2980,420000,742,220,4,2,0,3,1,3,Ituzaingó,34
2981,300000,605,180,5,2,1,4,0,0,Lomas de Zamora,41
2982,330000,282,147,3,2,0,2,0,40,San Fernando,76
2983,520000,300,230,5,3,0,4,0,30,Vicente López,86
2984,730000,374,374,0,4,0,5,0,16,Pilar,60
2985,190000,305,130,4,2,1,3,0,30,San Isidro,77
2986,250000,500,150,6,0,1,3,0,20,Neuquén,56
2987,307000,311,260,4,3,0,3,0,30,Vicente López,86
2988,335000,304,224,4,2,0,3,1,15,La Matanza,38
2989,180000,325,210,2,2,0,2,0,22,Córdoba,14
2990,240000,1230,230,5,3,1,3,0,0,GBA Norte,26
2991,495000,943,319,10,3,0,3,1,24,Pilar,60
2992,150000,1900,80,4,2,0,3,0,14,Pilar,60
2993,380000,196,161,5,3,1,3,1,5,Tigre,82
2994,850000,450,270,7,0,0,6,1,40,Capital Federal,11
2995,850000,1250,500,0,3,0,4,1,40,GBA Norte,26
2996,195000,120,100,3,0,1,2,1,0,Tres de Febrero,83
2997,360000,700,350,5,2,1,3,0,10,Berazategui,5
2998,250000,800,150,0,3,0,3,0,1,Roldán,70
2999,400000,1585,430,4,3,0,4,1,10,Córdoba,14
3000,420000,370,263,5,2,0,4,1,17,Capital Federal,11
3001,360000,1521,462,0,3,0,3,0,14,Córdoba,14
3002,360000,918,340,3,3,0,3,1,19,Córdoba,14
3003,990000,1233,385,0,3,0,4,0,5,Nordelta,57
3004,780000,420,420,8,3,0,4,1,25,Almirante Brown,0
3005,470000,410,310,6,2,0,3,1,25,Capital Federal,11
3006,470000,1887,439,11,5,0,5,0,23,Pilar,60
3007,1200000,1627,488,6,4,0,4,0,20,Tigre,82
3008,220000,720,275,3,0,0,3,0,8,Córdoba,14
3009,290000,1020,290,8,3,1,5,1,0,Pilar,60
3010,399000,790,253,0,3,1,3,1,0,Puertos,64
3011,220000,409,130,7,0,1,2,1,45,Rosario,71
3012,290000,358,227,4,5,0,3,0,2,Ituzaingó,34
3013,250000,194,194,5,3,0,3,0,27,Pilar,60
3014,420000,252,212,4,3,0,3,1,10,Pilar,60
3015,500000,920,320,6,3,0,4,0,15,Pilar,60
3016,320000,240,200,4,2,0,3,1,10,Malvinas Argentinas,44
3017,380000,813,202,5,3,0,3,1,0,El Cantón,17
3018,480000,260,260,10,3,1,4,1,1,Nordelta,57
3019,380000,655,200,4,2,1,3,0,13,Pinamar,62
3020,595000,619,440,0,5,0,4,0,35,San Isidro,77
3021,324900,220,165,5,4,1,4,0,0,Escobar,20
3022,385000,350,200,5,0,0,0,0,35,Capital Federal,11
3023,150000,753,240,0,4,0,4,0,33,Escobar,20
3024,295000,570,196,4,3,1,3,1,0,Puertos,64
3025,335000,981,230,4,3,0,3,0,0,Escobar,20
3026,235000,225,140,4,0,0,3,1,4,Morón,54
3027,540000,380,361,6,4,0,4,1,30,Vicente López,86
3028,185000,162,99,4,0,1,3,1,30,Vicente López,86
3029,399000,294,253,4,4,1,3,0,0,Escobar,20
3030,1450000,390,390,0,4,0,4,0,8,Nordelta,57
3031,490000,250,250,0,4,0,3,0,8,Rincón de Milberg,68
3032,178000,400,170,0,2,0,3,0,30,Escobar,20
3033,395000,222,222,5,0,1,3,1,25,Vicente López,86
3034,150000,280,280,4,3,1,3,0,13,Mendiolaza,49
3035,457000,264,215,6,3,1,3,1,0,Puertos,64
3036,225000,320,295,5,5,0,4,1,40,Almirante Brown,0
3037,235000,830,180,4,3,0,3,1,0,Pilar,60
3038,189000,225,135,3,0,0,3,1,3,Córdoba,14
3039,500000,1875,300,6,5,0,5,0,30,Pilar,60
3040,290000,2109,256,3,2,0,3,0,15,Córdoba,14
3041,380000,1500,350,0,2,0,3,1,10,Córdoba,14
3042,450000,1250,440,0,3,0,4,0,30,Córdoba,14
3043,670000,350,350,6,4,0,4,1,15,Lomas de Zamora,41
3044,580000,1666,260,0,3,0,4,1,10,Esteban Echeverría,22
3045,250000,500,210,4,3,0,0,0,7,Moreno,53
3046,340000,376,192,6,2,1,3,0,40,Vicente López,86
3047,1650000,535,420,5,7,0,4,0,0,Nordelta,57
3048,375000,900,300,6,2,0,3,1,15,Pilar,60
3049,365000,600,212,6,3,0,4,1,15,Moreno,53
3050,158000,750,158,4,2,0,3,0,4,Córdoba,14
3051,210000,700,143,5,3,0,3,0,0,El Cantón,17
3052,390000,914,285,7,3,0,4,0,10,Malvinas Argentinas,44
3053,320000,720,180,3,2,0,3,0,0,Pilar,60
3054,600000,400,300,5,6,0,4,1,2,Villanueva,88
3055,490000,960,382,8,4,0,3,1,1,San Miguel,78
3056,730000,2100,410,5,3,0,4,1,19,Pilar,60
3057,330000,1300,384,8,3,0,4,0,14,Pilar,60
3058,370000,1755,388,8,3,1,4,1,23,Pilar,60
3059,397000,547,170,6,3,0,3,1,0,Puertos,64
3060,340000,750,290,6,3,0,5,1,5,Pilar,60
3061,220000,125,125,3,0,1,2,0,35,La Plata,39
3062,1100000,1795,450,6,5,0,5,1,8,Pilar,60
3063,980000,957,396,0,5,0,5,1,14,Pilar,60
3064,850000,279,279,4,3,0,3,1,2,Zárate,90
3065,110000,190,100,2,0,1,2,0,5,Córdoba,14
3066,610000,310,250,5,3,0,4,1,10,Pilar,60
3067,380000,240,240,5,3,0,4,1,0,Berazategui,5
3068,210000,1300,159,3,2,1,0,0,40,GBA Norte,26
3069,595000,1527,442,7,4,0,5,1,19,San Miguel,78
3070,2000000,1793,443,5,4,0,4,0,1,Pilar,60
3071,150000,201,201,6,3,0,5,0,42,Córdoba,14
3072,110000,360,100,5,2,1,3,0,20,Santa Fe,80
3073,130000,522,60,2,0,0,0,0,15,Ituzaingó,34
3074,230000,230,230,3,2,0,3,0,35,Rosario,71
3075,143000,492,136,3,2,1,3,0,0,Pilar del Este,61
3076,780000,365,365,0,4,0,4,0,20,Pilar,60
3077,480000,872,335,6,4,0,4,1,10,Villanueva,88
3078,385000,441,230,5,0,0,4,1,5,Ituzaingó,34
3079,430000,240,200,5,3,1,3,1,4,Tigre,82
3080,415000,229,191,6,3,1,3,0,6,Morón,54
3081,220000,840,120,4,2,1,3,0,0,Buenos Aires Costa Atlántica,7
3082,190000,550,130,2,0,0,2,0,45,GBA Norte,26
3083,295000,240,200,4,2,1,3,0,5,Ituzaingó,34
3084,1050000,1541,540,0,2,0,5,0,30,San Isidro,77
3085,170000,550,170,5,2,0,3,0,1,Pilar,60
3086,980000,1659,300,0,3,0,4,0,40,San Isidro,77
3087,155000,450,189,6,2,1,4,0,20,Esteban Echeverría,22
3088,365000,621,231,9,3,0,4,1,18,Pilar,60
3089,520000,302,210,4,2,1,3,0,25,Capital Federal,11
3090,870000,825,235,0,2,0,3,0,2,Nordelta,57
3091,720000,832,350,6,2,0,3,1,10,Pilar,60
3092,850000,1500,500,6,4,0,4,0,25,San Isidro,77
3093,450000,1448,329,5,3,0,4,1,7,Pilar,60
3094,140000,421,130,5,2,0,3,0,30,Exaltación de la Cruz,23
3095,187000,360,140,5,3,0,3,0,4,Roldán,70
3096,520000,320,290,0,4,0,4,0,13,Pilar,60
3097,150000,1652,180,4,2,0,4,0,15,Exaltación de la Cruz,23
3098,590000,1140,246,4,3,1,3,1,16,Berazategui,5
3099,400000,1050,280,4,3,0,3,0,30,Pilar,60
3100,84000,250,200,4,2,1,3,0,30,Pilar,60
3101,75000,600,176,5,3,0,2,0,10,Córdoba,14
3102,850000,950,400,10,4,1,4,0,9,Nordelta,57
3103,167000,150,150,3,0,0,2,0,4,Pilar,60
3104,370000,329,247,0,3,0,3,0,18,Pilar,60
3105,650000,1600,470,5,5,0,3,1,20,Escobar,20
3106,315000,1300,261,8,2,0,3,1,15,Pilar,60
3107,120000,80,80,3,0,0,2,0,40,Vicente López,86
3108,190000,120,110,3,0,1,2,0,5,Morón,54
3109,350000,295,186,0,3,1,3,0,35,San Isidro,77
3110,1200000,2100,400,7,2,0,3,1,10,Manuel Alberti,45
3111,750000,420,370,7,4,0,6,0,35,Capital Federal,11
3112,750000,1192,295,0,4,0,4,1,15,Pilar,60
3113,180000,170,170,5,3,1,3,0,15,Luján,42
3114,1200000,1000,420,5,2,0,3,1,5,Nordelta,57
3115,580000,459,391,0,0,0,4,0,5,GBA Sur,28
3116,215000,180,180,5,3,1,3,0,18,Luján,42
3117,390000,1500,210,0,2,0,3,0,10,San Miguel,78
3118,240000,1300,390,5,4,1,4,1,38,Escobar,20
3119,138000,70,70,0,2,1,2,0,2,Ituzaingó,34
3120,360000,390,270,6,3,0,4,0,10,Morón,54
3121,710000,780,316,0,5,0,5,0,11,Rincón de Milberg,68
3122,450000,563,300,7,4,0,4,0,20,Morón,54
3123,220000,180,180,5,3,0,4,0,10,Lanús,40
3124,998000,400,400,10,3,1,3,1,9,Nordelta,57
3125,750000,350,323,9,5,0,4,1,15,Pilar,60
3126,550000,1000,370,0,3,0,3,0,17,San Isidro,77
3127,160000,350,350,3,2,1,2,0,20,Lanús,40
3128,1250000,500,500,10,4,0,4,0,8,Nordelta,57
3129,290000,910,140,4,3,0,3,1,2,Ezeiza,24
3130,460000,1300,250,5,3,0,4,1,20,Pilar,60
3131,450000,415,415,4,4,0,3,0,20,Lomas de Zamora,41
3132,600000,450,450,6,5,0,5,0,30,Malvinas Argentinas,44
3133,280000,650,110,4,2,0,3,0,18,Ezeiza,24
3134,158000,100,100,0,2,0,3,0,5,Ituzaingó,34
3135,175000,376,165,4,3,1,3,0,40,Almirante Brown,0
3136,230000,800,150,5,3,0,3,1,7,Pilar,60
3137,720000,1200,399,7,5,0,3,1,10,Pilar,60
3138,185000,95,95,3,3,1,2,1,0,Berazategui,5
3139,269000,500,210,4,2,1,3,0,20,Escobar,20
3140,850000,1100,600,5,4,1,5,1,14,San Isidro,77
3141,490000,350,350,0,0,0,4,0,8,Pilar,60
3142,242000,730,135,4,2,0,3,0,0,Esteban Echeverría,22
3143,395000,220,220,0,3,1,3,0,20,Vicente López,86
3144,320000,168,168,3,0,0,2,0,40,Buenos Aires Costa Atlántica,7
3145,2300000,895,895,10,5,0,6,0,10,Nordelta,57
3146,245000,240,210,0,4,0,3,0,3,Escobar,20
3147,280000,700,350,9,4,0,5,0,6,Córdoba,14
3148,499000,410,350,5,3,0,4,1,14,Pilar,60
3149,1250000,600,600,10,4,1,4,1,3,Nordelta,57
3150,340000,1300,420,5,5,0,5,1,6,Córdoba,14
3151,350000,2387,270,0,3,1,3,0,10,Córdoba,14
3152,350000,700,200,4,2,1,3,0,11,Pinamar,62
3153,160000,140,75,4,0,1,3,0,20,General San Martín,31
3154,125000,1644,1644,0,0,0,0,0,0,Córdoba,14
3155,467000,272,220,8,3,0,3,1,0,Villanueva,88
3156,179000,650,150,3,2,0,3,0,18,Córdoba,14
3157,550000,419,188,4,2,0,3,1,0,GBA Norte,26
3158,870000,600,331,4,3,0,3,1,7,Vicente López,86
3159,195000,200,135,3,2,1,3,0,0,Córdoba,14
3160,550000,420,250,4,2,0,3,1,40,Capital Federal,11
3161,1300000,2000,250,6,3,0,4,0,30,Manuel Alberti,45
3162,540000,350,330,7,5,0,5,0,5,Esteban Echeverría,22
3163,180000,860,200,4,2,1,3,1,12,Pilar,60
3164,265000,370,126,2,2,0,3,1,8,La Plata,39
3165,148000,70,65,2,2,1,0,1,0,Berazategui,5
3166,130000,90,80,3,0,1,2,0,15,Morón,54
3167,315000,710,160,0,3,0,3,0,1,General Pacheco,29
3168,375000,1250,361,5,2,0,3,0,4,General Rodríguez,30
3169,198000,900,146,4,2,0,3,0,11,Mar del Plata,46
3170,790000,1812,654,8,4,0,4,0,33,Tigre,82
3171,420000,300,300,0,4,0,4,1,0,Rosario,71
3172,75000,100,75,3,0,1,2,0,30,Lomas de Zamora,41
3173,750000,370,300,5,3,1,4,1,31,San Isidro,77
3174,1400000,1050,372,0,4,0,3,0,1,Nordelta,57
3175,436000,547,166,4,4,1,3,0,5,Tigre,82
3176,275000,1400,220,6,2,1,3,0,15,Ituzaingó,34
3177,350000,1500,280,4,2,0,3,1,25,Pilar,60
3178,280000,413,313,7,5,1,6,0,40,Mar del Plata,46
3179,280000,1000,180,5,2,0,4,0,2,Mar del Plata,46
3180,230000,420,260,7,3,0,4,1,25,Escobar,20
3181,175000,196,107,4,0,1,2,0,1,Tigre,82
3182,395000,396,250,6,4,0,3,0,0,San Isidro,77
3183,2175000,600,560,6,6,0,4,1,10,Tigre,82
3184,309000,155,120,4,2,1,3,1,7,Vicente López,86
3185,235000,819,152,4,3,0,3,1,0,Escobar,20
3186,280000,172,110,5,0,1,2,1,40,Vicente López,86
3187,290000,1500,200,6,2,0,3,1,15,Pilar,60
3188,195000,300,124,5,3,0,3,1,5,Rincón de Milberg,68
3189,290000,600,270,4,2,0,3,1,28,Morón,54
3190,750000,1000,408,5,4,0,4,0,17,Córdoba,14
3191,370000,300,220,0,4,0,4,0,4,Escobar,20
3192,415000,203,203,5,2,1,3,1,30,San Isidro,77
3193,730000,280,280,6,4,0,5,1,10,Berazategui,5
3194,685000,600,200,6,4,1,3,1,1,Nordelta,57
3195,238000,813,160,4,3,0,3,1,0,Escobar,20
3196,300000,1250,230,4,3,1,3,1,10,Pilar,60
3197,680000,722,350,0,5,1,3,0,30,San Isidro,77
3198,480000,660,530,10,4,0,3,0,31,Córdoba,14
3199,369000,219,219,5,2,1,4,1,8,Vicente López,86
3200,369000,281,210,4,0,1,3,0,40,San Isidro,77
3201,1780000,1133,600,8,3,0,6,0,18,Capital Federal,11
3202,120000,453,123,8,0,0,3,0,21,Córdoba,14
3203,99000,94,90,0,2,0,3,0,15,Buenos Aires Costa Atlántica,7
3204,240000,420,160,4,2,0,3,1,25,Escobar,20
3205,480000,1050,200,4,4,1,3,0,20,Pilar,60
3206,249000,1107,220,4,2,1,3,1,2,Pilar,60
3207,82000,191,140,4,0,1,2,0,20,Córdoba,14
3208,250000,177,137,3,2,0,2,1,15,Esteban Echeverría,22
3209,90000,300,80,3,2,1,2,1,0,Tigre,82
3210,390000,365,365,0,3,0,4,0,7,Pilar,60
3211,1150000,716,434,5,8,0,5,1,0,Nordelta,57
3212,850000,637,350,9,3,0,5,1,40,San Isidro,77
3213,580000,305,236,7,4,1,4,0,49,Vicente López,86
3214,349000,800,239,0,2,0,3,0,10,Pilar,60
3215,540000,850,382,8,3,0,5,1,0,El Cantón,17
3216,210000,400,220,3,2,1,3,0,9,Córdoba,14
3217,498000,833,350,0,4,0,4,0,45,San Isidro,77
3218,460000,1220,330,5,3,0,3,0,12,Ituzaingó,34
3219,150000,300,150,3,2,1,3,0,40,Córdoba,14
3220,1200000,2258,600,4,5,0,4,0,15,Córdoba,14
3221,400000,1536,230,4,4,1,3,0,30,Ituzaingó,34
3222,215000,200,200,5,2,0,4,1,15,Esteban Echeverría,22
3223,390000,2300,250,0,4,0,4,0,10,Escobar,20
3224,1200000,420,420,6,4,0,5,1,8,Esteban Echeverría,22
3225,490000,1700,285,6,3,1,4,1,0,Pilar,60
3226,215000,800,140,5,2,1,3,1,0,Zelaya,89
3227,800000,2000,280,6,2,1,4,1,0,Escobar,20
3228,250000,154,141,4,2,1,3,0,45,Capital Federal,11
3229,255000,450,190,6,2,1,4,0,15,Merlo,52
3230,249000,851,150,4,3,0,3,1,0,Escobar,20
3231,240000,1032,156,0,2,1,3,0,14,Rosario,71
3232,298000,1000,302,0,4,0,4,0,1,Escobar,20
3233,447000,260,210,5,2,1,3,1,15,Vicente López,86
3234,1150000,986,325,7,3,0,4,1,0,Nordelta,57
3235,350000,1130,309,3,3,1,3,0,0,Córdoba,14
3236,189000,220,110,4,0,1,3,0,45,La Matanza,38
3237,1650000,878,380,5,4,0,4,0,0,Nordelta,57
3238,1400000,1200,400,0,5,1,4,0,7,Nordelta,57
3239,130000,90,85,3,0,1,2,1,0,GBA Norte,26
3240,195000,200,120,4,0,0,0,0,40,Quilmes,66
3241,438000,500,320,6,2,0,4,0,28,General San Martín,31
3242,397000,800,290,5,3,0,4,1,12,GBA Norte,26
3243,280000,180,180,0,2,0,3,0,6,Pilar,60
3244,230000,150,150,6,3,0,0,1,10,Luján,42
3245,285000,320,210,8,2,1,4,0,15,La Plata,39
3246,120000,230,90,3,0,0,2,0,35,Tres de Febrero,83
3247,438000,900,290,4,3,1,3,1,5,Villanueva,88
3248,380000,1000,280,7,3,0,5,1,0,El Cantón,17
3249,435000,266,266,4,2,0,3,0,30,Vicente López,86
3250,490000,220,200,5,3,1,4,0,13,Nordelta,57
3251,390000,300,300,5,3,0,4,1,15,Esteban Echeverría,22
3252,580000,938,240,5,4,0,4,1,0,Puertos,64
3253,220000,860,243,4,2,1,3,1,0,Escobar,20
3254,420000,500,176,6,3,0,3,1,0,Nordelta,57
3255,245000,228,150,4,2,1,3,1,5,Ezeiza,24
3256,540000,500,250,5,3,0,3,1,0,Tigre,82
3257,290000,390,150,5,2,0,3,1,0,San Miguel,78
3258,130000,200,100,4,0,1,3,1,10,Ituzaingó,34
3259,339000,200,180,4,3,0,3,0,5,Escobar,20
3260,349000,583,330,5,0,0,0,0,45,Capital Federal,11
3261,699000,678,270,5,3,0,4,1,30,La Matanza,38
3262,349900,209,193,4,4,0,3,0,0,Puertos,64
3263,185000,180,180,3,3,1,3,0,0,Córdoba,14
3264,158000,129,129,3,0,0,2,1,40,San Isidro,77
3265,175000,160,140,5,2,0,3,0,0,Santa Fe,80
3266,370000,1000,244,5,0,0,3,1,15,Morón,54
3267,80000,100,90,5,2,0,3,0,20,Rosario,71
3268,150000,180,115,3,2,1,3,0,0,Córdoba,14
3269,340000,615,198,5,2,1,3,1,0,Escobar,20
3270,400000,1000,320,4,3,1,4,0,4,Villa Allende,87
3271,270000,930,155,4,3,0,3,1,5,Escobar,20
3272,420000,500,300,12,4,0,3,1,19,San Isidro,77
3273,330000,820,170,4,2,1,3,1,9,Pilar,60
3274,275000,887,154,4,2,0,3,1,0,Escobar,20
3275,570000,265,240,5,3,1,3,1,2,Tigre,82
3276,209000,800,160,4,2,0,3,1,0,El Cantón,17
3277,215000,500,177,5,2,0,3,1,20,Escobar,20
3278,380000,420,420,7,2,0,6,1,20,Esteban Echeverría,22
3279,235000,478,106,3,0,0,2,1,20,Ituzaingó,34
3280,198000,450,148,0,3,0,4,0,1,Pilar,60
3281,155000,300,120,4,0,1,3,1,0,Ituzaingó,34
3282,385000,225,225,4,3,0,3,1,8,La Plata,39
3283,185000,611,155,5,3,0,3,0,25,Pilar,60
3284,845000,387,367,0,4,0,4,0,14,Tigre,82
3285,530000,754,240,3,2,0,3,1,0,Tigre,82
3286,230000,190,190,4,2,0,3,1,10,Pilar,60
3287,420000,311,180,5,2,1,0,0,9,Vicente López,86
3288,780000,1800,382,5,4,0,4,0,8,Pilar,60
3289,98000,160,60,3,0,0,2,0,8,Ezeiza,24
3290,467000,272,220,0,0,0,0,0,0,Villanueva,88
3291,220000,257,153,4,2,1,3,1,24,La Matanza,38
3292,239000,1140,250,5,4,1,4,1,30,Pilar,60
3293,350000,970,220,4,3,0,3,0,0,Ezeiza,24
3294,380000,1597,246,5,3,1,4,1,10,Pilar,60
3295,240000,278,130,4,0,1,3,0,20,Buenos Aires Costa Atlántica,7
3296,307000,250,250,4,3,0,3,1,7,Maschwitz,48
3297,235000,270,150,4,2,0,3,1,17,Hurlingham,33
3298,235000,154,110,5,0,1,3,0,40,Vicente López,86
3299,240000,530,300,6,2,0,3,1,30,Morón,54
3300,380000,743,229,4,0,1,3,0,0,Escobar,20
3301,300000,300,300,4,2,0,3,0,12,Córdoba,14
3302,118000,100,100,3,2,1,2,1,0,La Plata,39
3303,198000,323,180,6,0,0,3,1,31,Almirante Brown,0
3304,490000,1500,280,3,4,0,3,0,8,Córdoba,14
3305,500000,420,420,6,5,0,5,1,8,Ezeiza,24
3306,255000,2000,182,3,3,0,0,0,4,Luján,42
3307,175000,140,110,4,0,1,3,1,8,La Matanza,38
3308,440000,900,270,8,4,0,4,1,8,Moreno,53
3309,225000,245,181,5,3,0,4,0,20,San Miguel,78
3310,120000,175,84,3,2,0,2,1,0,City Bell,13
3311,2500000,580,530,7,5,0,4,1,5,Tigre,82
3312,225000,146,144,3,2,0,2,0,40,San Isidro,77
3313,420000,250,180,4,2,0,3,0,12,Capital Federal,11
3314,220000,550,250,5,3,0,3,0,15,Córdoba,14
3315,560000,800,270,6,3,0,4,1,12,Nordelta,57
3316,250000,207,207,8,3,1,6,0,30,Avellaneda,2
3317,240000,742,154,4,3,0,3,1,0,Escobar,20
3318,349000,230,230,0,3,0,3,0,12,Pilar,60
3319,200000,192,140,6,2,0,5,0,40,San Isidro,77
3320,350000,450,200,4,2,0,3,0,1,Berazategui,5
3321,315000,600,240,7,3,0,5,1,0,Escobar,20
3322,100000,121,121,9,2,0,3,0,35,Rosario,71
3323,280000,200,191,7,3,0,6,1,0,Esteban Echeverría,22
3324,235000,500,120,3,2,0,2,0,10,Ituzaingó,34
3325,650000,605,268,0,3,0,5,1,6,San Fernando,76
3326,515000,294,241,0,4,0,5,0,0,Rincón de Milberg,68
3327,395000,765,133,3,2,1,2,0,15,El Talar de Pacheco,18
3328,150000,181,127,5,3,1,3,0,0,Córdoba,14
3329,80000,100,90,3,2,1,2,0,46,Córdoba,14
3330,314900,188,154,4,4,1,3,0,0,Escobar,20
3331,248000,800,155,4,2,1,3,1,0,Escobar,20
3332,238000,800,155,4,3,1,3,1,0,Escobar,20
3333,110000,460,80,3,0,1,2,0,40,Almirante Brown,0
3334,870000,295,235,0,4,0,3,0,0,Nordelta,57
3335,240000,950,126,4,2,1,3,1,0,Pilar,60
3336,239000,400,150,5,3,1,3,0,0,La Cañada de Pilar,37
3337,210000,200,180,0,3,0,3,0,15,Pilar,60
3338,500000,320,258,0,4,0,4,0,16,Pilar,60
3339,620000,1139,267,0,4,0,5,0,15,Benavidez,4
3340,210000,200,200,7,4,0,5,0,0,Escobar,20
3341,340000,615,198,5,3,0,4,1,0,Escobar,20
3342,189000,372,289,10,3,0,4,1,23,Rosario,71
3343,395000,240,240,4,3,0,3,0,2,Punta del Este,65
3344,560000,1532,278,6,3,0,4,0,7,Campana,9
3345,125000,221,135,4,2,1,2,0,20,Rosario,71
3346,139000,450,120,4,2,0,3,1,10,Pilar,60
3347,260000,115,115,4,0,1,3,1,15,Capital Federal,11
3348,225000,484,230,3,2,0,3,0,8,Buenos Aires (fuera de GBA),6
3349,550000,1051,374,7,4,0,4,1,13,Pilar,60
3350,1500000,2200,490,8,3,0,4,1,25,Manuel Alberti,45
3351,297000,200,150,4,0,1,3,1,28,San Isidro,77
3352,295000,900,170,5,2,0,3,1,0,Escobar,20
3353,530000,250,250,5,3,1,4,0,0,Capital Federal,11
3354,640000,480,450,5,4,1,4,0,6,Capital Federal,11
3355,420000,308,238,5,0,1,4,0,12,Capital Federal,11
3356,540000,1500,260,0,4,0,4,0,3,Moreno,53
3357,330000,300,140,4,3,0,3,0,2,Ituzaingó,34
3358,349000,240,190,6,3,0,5,0,8,Capital Federal,11
3359,250000,206,100,4,2,0,2,0,7,Vicente López,86
3360,180000,226,150,0,3,0,5,0,2,Pilar del Este,61
3361,190000,190,150,5,2,0,5,0,45,Capital Federal,11
3362,248000,268,175,3,0,0,2,0,0,Lomas de Zamora,41
3363,395000,999,230,5,3,0,4,1,0,Puertos,64
3364,260000,1040,202,5,2,0,2,1,5,Pilar,60
3365,1050000,1097,370,8,3,0,4,1,1,Rincón de Milberg,68
3366,285000,700,200,4,4,0,3,0,1,Pilar,60
3367,490000,1440,500,8,3,0,7,1,0,Tigre,82
3368,179000,636,136,4,2,1,3,1,0,Pilar del Este,61
3369,320000,230,165,5,3,1,3,1,9,San Isidro,77
3370,1300000,342,342,0,4,0,4,0,0,Nordelta,57
3371,1300000,492,342,0,4,0,4,0,0,Tigre,82
3372,200000,300,124,5,2,0,3,1,4,Rincón de Milberg,68
3373,870000,1184,249,5,3,0,3,1,13,Nordelta,57
3374,350000,1726,280,0,0,0,2,1,0,Villa Allende,87
3375,498000,310,240,5,2,0,4,0,12,Capital Federal,11
3376,960000,1500,650,0,6,0,4,0,14,Moreno,53
3377,92000,458,98,4,0,1,3,0,40,Malvinas Argentinas,44
3378,300000,312,250,5,3,0,4,0,35,Vicente López,86
3379,950000,2340,400,0,4,0,4,0,0,Ituzaingó,34
3380,129000,355,130,4,2,1,3,0,15,Pilar,60
3381,2000000,2079,730,0,6,0,4,0,30,San Isidro,77
3382,560000,290,230,0,3,0,3,0,13,Tigre,82
3383,235000,177,117,4,2,0,3,0,0,Vicente López,86
3384,900000,445,445,0,5,1,5,0,15,Benavidez,4
3385,339000,805,166,0,4,0,3,0,5,Tigre,82
3386,390000,500,270,5,3,0,3,1,10,Ituzaingó,34
3387,549000,300,300,0,2,0,3,0,35,Malvinas Argentinas,44
3388,910000,564,300,7,6,0,5,1,25,Capital Federal,11
3389,155000,476,140,4,2,1,2,0,2,Córdoba,14
3390,430000,225,225,5,3,0,4,0,20,General San Martín,31
3391,398000,1680,400,5,3,0,4,1,12,Pilar,60
3392,590000,300,300,7,3,0,4,0,23,GBA Norte,26
